YEAR,MO,DY,HR,T2M,PRECTOTCORR,QV2M,PS,WS2M,WD2M,WS10M,WD10M,RH2M,T2MWET,T2MDEW,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,TOA_SW_DWN
2023,1,3,5,5.05,0.04,5.74,100.98,0.82,165.03,2.21,161.05,100,5.47,5.88,0,0,0,0,0,0
2023,1,3,6,5.17,0.03,5.74,100.99,0.75,158.75,2.1,153.24,100,5.56,5.96,0,0,0,0,0,0
2023,1,3,7,5.68,0.08,5.86,100.9,0.87,151.59,2.31,145.88,100,5.96,6.25,0,0.04,0.04,0.11,0.03,0.16
2023,1,3,8,6.47,0.09,6.1,100.83,1,157.86,2.3,151.78,100,6.58,6.69,0.02,0.1,0.39,0.09,0.08,0.9
2023,1,3,9,7.36,0.06,6.35,100.75,1.24,157.8,2.49,151.91,99.44,7.3,7.26,0.23,0.27,0.79,0.17,0.22,1.55
2023,1,3,10,8.55,0.55,6.71,100.66,1.44,163.33,2.69,156.19,97.19,8.33,8.12,0.27,0.22,1.11,0.13,0.17,2.01
2023,1,3,11,9.56,2.71,7.08,100.52,1.5,179.1,2.64,170.82,95.69,9.23,8.9,0.23,0.17,1.3,0.15,0.11,2.24
2023,1,3,12,9.23,3.15,7.08,100.36,1.34,184.01,2.4,177.02,97.62,9.05,8.87,0.55,0.37,1.28,0.17,0.29,2.24
2023,1,3,13,9.02,0.79,7.02,100.24,1.39,187.4,2.6,181.38,98.38,8.9,8.79,0.33,0.27,1.1,0.14,0.22,1.99
2023,1,3,14,9.31,0.77,7.2,100.13,1.74,198.6,3.29,196.58,98.12,9.18,9.05,0.25,0.31,0.76,0.17,0.26,1.52
2023,1,3,15,9.19,0.7,7.26,100.08,1.93,208.54,3.51,208.27,99.62,9.16,9.14,0.05,0.11,0.34,0.09,0.1,0.86
2023,1,3,16,8.58,0.12,7.08,100.06,1.82,204.36,3.32,203.3,100,8.71,8.84,0,0.03,0.03,0.08,0.03,0.14
2023,1,3,17,8.28,0.05,7.02,100.09,1.65,206.44,3.16,205.49,100,8.51,8.74,0,0,0,0,0,0
2023,1,3,18,8.58,0.05,7.14,100.1,1.56,203.88,3.17,202.33,100,8.76,8.94,0,0,0,0,0,0
2023,1,3,19,8.82,0.04,7.2,100.07,1.53,198.16,3.19,195.95,100,8.95,9.08,0,0,0,0,0,0
2023,1,3,20,8.84,0.04,7.2,100.03,1.62,198.52,3.31,196.17,100,8.94,9.02,0,0,0,0,0,0
2023,1,3,21,8.42,0.06,7.02,99.98,1.57,201.96,3.17,199.46,100,8.57,8.71,0,0,0,0,0,0
2023,1,3,22,8.44,0.11,7.02,99.96,1.6,207.94,3.24,206.5,100,8.57,8.69,0,0,0,0,0,0
2023,1,3,23,8.41,0.11,7.02,99.94,1.52,213.69,3.13,213.29,100,8.57,8.73,0,0,0,0,0,0
2023,1,4,0,8.64,0.05,7.14,99.93,1.47,218.33,3.08,219.02,100,8.79,8.93,0,0,0,0,0,0
2023,1,4,1,8.23,0.02,7.08,99.93,1.3,220.86,2.84,222.55,100,8.5,8.77,0,0,0,0,0,0
2023,1,4,2,8.09,0.01,7.02,99.95,1.28,223.26,2.85,225.56,100,8.42,8.74,0,0,0,0,0,0
2023,1,4,3,8.08,0.01,7.02,99.99,1.16,229.9,2.72,232.83,100,8.4,8.73,0,0,0,0,0,0
2023,1,4,4,8.13,0.01,7.02,100.02,1.22,244.58,2.91,246.4,100,8.43,8.73,0,0,0,0,0,0
2023,1,4,5,8.48,0,7.14,100.06,1.32,261.82,3.12,261.79,100,8.72,8.95,0,0,0,0,0,0
2023,1,4,6,8.44,0,7.14,100.15,1.26,268.58,3.02,268.81,100,8.67,8.9,0,0,0,0,0,0
2023,1,4,7,8.08,0,6.96,100.16,0.98,269.54,2.44,271.29,100,8.33,8.57,0,0.05,0.04,0.16,0.05,0.16
2023,1,4,8,9.63,0,7.32,100.2,1.11,267.18,2.48,270.18,97.94,9.48,9.33,-999,0.32,0.52,0.67,0.2,0.9
2023,1,4,9,10.88,0,7.75,100.29,1.24,262.38,2.39,264.94,95.19,10.51,10.15,0.4,0.66,0.88,0.82,0.41,1.55
2023,1,4,10,12.08,0,8.18,100.35,1.25,252.47,2.3,254.22,92.88,11.53,10.98,0.95,0.98,1.23,0.42,0.81,2.01
2023,1,4,11,12.94,0,8.54,100.36,1.18,250.6,2.28,252,92.19,12.33,11.72,1.2,1.09,1.43,0.55,0.85,2.25
2023,1,4,12,12.99,0,8.79,100.29,0.71,261.78,1.49,266.09,94.38,12.55,12.12,1.23,1.05,1.43,0.36,0.89,2.24
2023,1,4,13,12.7,0,8.67,100.13,0.18,32.28,0.47,36.87,94.62,12.28,11.87,0.85,0.85,1.22,0.39,0.7,2
2023,1,4,14,11.91,0,8.48,100.01,0.84,118.95,1.97,110.24,97.56,11.73,11.55,0.4,0.63,0.84,0.39,0.51,1.53
2023,1,4,15,11.16,0.22,8.3,100.03,1.18,156.15,2.52,148.18,99.88,11.15,11.15,0.08,0.27,0.38,0.33,0.21,0.88
2023,1,4,16,10.27,1.55,7.93,100.04,1.36,159.06,2.8,151.86,100,10.4,10.54,0,0.03,0.04,0.09,0.03,0.15
2023,1,4,17,9.93,0.86,7.63,100.07,1.21,161.57,2.45,152.29,100,9.94,9.95,0,0,0,0,0,0
2023,1,4,18,9.48,0.09,7.39,100.1,0.96,152.81,2.02,141.58,99.44,9.45,9.41,0,0,0,0,0,0
2023,1,4,19,9.09,0.1,7.14,100.06,0.94,129.93,2.22,120.45,98.88,9.01,8.94,0,0,0,0,0,0
2023,1,4,20,8.6,0.22,6.9,100.03,0.83,128.91,2.15,123,98.94,8.53,8.47,0,0,0,0,0,0
2023,1,4,21,8.26,0.24,6.77,100.02,0.71,145.27,1.92,138.97,99.5,8.24,8.21,0,0,0,0,0,0
2023,1,4,22,7.96,0.09,6.71,99.99,0.63,173.58,1.66,168.06,100,8.02,8.08,0,0,0,0,0,0
2023,1,4,23,7.83,0.03,6.77,99.97,0.65,214.26,1.7,209.97,100,8.01,8.19,0,0,0,0,0,0
2023,1,5,0,8.19,0.02,7.02,99.99,0.81,247.38,2.04,245.99,100,8.4,8.62,0,0,0,0,0,0
2023,1,5,1,8.73,0.01,7.26,100.06,0.87,275.15,2.31,275.25,100,8.95,9.17,0,0,0,0,0,0
2023,1,5,2,8.13,0.01,7.14,100.13,0.88,295.2,2.45,295.09,100,8.51,8.9,0,0,0,0,0,0
2023,1,5,3,7.5,0,6.84,100.19,0.94,308.59,2.67,308.82,100,7.9,8.31,0,0,0,0,0,0
2023,1,5,4,6.96,0,6.53,100.27,0.94,319.4,2.65,320.26,100,7.31,7.66,0,0,0,0,0,0
2023,1,5,5,6.36,0,6.23,100.36,0.87,331.14,2.52,331.53,100,6.68,6.99,0,0,0,0,0,0
2023,1,5,6,5.76,0,5.92,100.44,0.83,344.65,2.35,344.39,100,6.02,6.29,0,0,0,0,0,0
2023,1,5,7,5.66,0.01,5.74,100.52,0.75,1.79,1.99,0,100,5.76,5.87,0,0.05,0.05,0.12,0.04,0.17
2023,1,5,8,6.39,0.01,5.86,100.58,0.89,25.89,1.71,22.58,97.94,6.25,6.11,0.08,0.18,0.46,0.12,0.16,0.9
2023,1,5,9,6.93,0.01,5.98,100.64,0.84,48.01,1.44,47.41,96.5,6.68,6.42,0.3,0.39,0.95,0.29,0.3,1.56
2023,1,5,10,7.71,0.01,6.16,100.66,0.94,57.49,1.65,59.55,94.38,7.29,6.87,0.73,0.66,1.33,0.42,0.49,2.02
2023,1,5,11,8.55,0.02,6.29,100.61,0.98,63.03,1.74,66.77,90.75,7.84,7.14,0.98,0.74,1.52,0.28,0.62,2.26
2023,1,5,12,9.15,0.02,6.29,100.55,0.93,63,1.63,66.87,87.5,8.19,7.21,0.77,0.58,1.52,0.36,0.41,2.25
2023,1,5,13,9.37,0.02,6.29,100.51,0.9,59.89,1.59,63.81,86,8.27,7.18,0.7,0.62,1.31,0.37,0.47,2.01
2023,1,5,14,9.12,0.03,6.29,100.49,0.94,51.41,1.65,54.81,87,8.11,7.1,0.27,0.41,0.94,0.35,0.3,1.55
2023,1,5,15,8.38,0.02,6.29,100.5,0.94,43.65,1.7,46.68,91.69,7.75,7.12,0.05,0.22,0.45,0.35,0.16,0.89
2023,1,5,16,6.94,0.01,6.1,100.48,0.87,46.45,1.79,52.28,98.31,6.83,6.71,0,0.04,0.05,0.11,0.04,0.16
2023,1,5,17,6.3,0.02,5.98,100.49,0.92,54.29,1.98,60.51,100,6.35,6.4,0,0,0,0,0,0
2023,1,5,18,6.04,0.02,5.86,100.5,0.93,60.43,2.01,66.83,100,6.1,6.17,0,0,0,0,0,0
2023,1,5,19,5.8,0.02,5.74,100.53,0.95,69.33,2.05,74.27,100,5.85,5.91,0,0,0,0,0,0
2023,1,5,20,5.69,0.02,5.68,100.57,1.11,81.93,2.33,85.78,99.81,5.68,5.68,0,0,0,0,0,0
2023,1,5,21,5.65,0.02,5.62,100.59,1.27,89.65,2.63,93.41,98.94,5.58,5.51,0,0,0,0,0,0
2023,1,5,22,5.62,0.09,5.55,100.59,1.51,90.59,2.93,93.82,97.75,5.47,5.31,0,0,0,0,0,0
2023,1,5,23,5.49,0.37,5.43,100.58,1.44,87.82,2.73,91.48,97.25,5.3,5.1,0,0,0,0,0,0
2023,1,6,0,5.15,0.75,5.31,100.56,1.31,79.36,2.33,82.3,97.62,4.98,4.81,0,0,0,0,0,0
2023,1,6,1,4.76,0.97,5.19,100.56,1.23,65.22,2.1,65.34,97.31,4.57,4.38,0,0,0,0,0,0
2023,1,6,2,4.27,0.99,5,100.59,0.98,39.16,1.64,36.11,96.75,4.05,3.81,0,0,0,0,0,0
2023,1,6,3,3.55,0.72,4.7,100.6,1.17,19.89,2,18.01,96.38,3.29,3.04,0,0,0,0,0,0
2023,1,6,4,3,0.36,4.52,100.58,1.22,19.83,2.06,21.32,96,2.72,2.44,0,0,0,0,0,0
2023,1,6,5,2.85,0.28,4.46,100.58,1.09,33.58,1.82,36.62,96.19,2.59,2.33,0,0,0,0,0,0
2023,1,6,6,2.98,0.49,4.52,100.61,0.87,46.09,1.44,48.08,95.62,2.68,2.37,0,0,0,0,0,0
2023,1,6,7,2.98,0.65,4.52,100.63,0.78,56.78,1.35,60.91,96.12,2.72,2.44,0,0.04,0.04,0.12,0.03,0.17
2023,1,6,8,3.42,0.46,4.58,100.6,1.25,66.33,2.13,72.1,94.12,3.01,2.59,0.02,0.12,0.4,0.11,0.1,0.91
2023,1,6,9,4.08,0.13,4.64,100.6,1.2,72.98,1.94,79.32,91.88,3.48,2.9,0.15,0.24,0.87,0.17,0.19,1.56
2023,1,6,10,4.74,0.09,4.76,100.62,0.71,69.96,0.93,78.88,90,4,3.26,0.38,0.37,1.24,0.16,0.31,2.03
2023,1,6,11,5.58,0.07,4.94,100.58,0.18,12.26,0.21,287.1,87.56,4.65,3.71,0.55,0.46,1.47,0.17,0.38,2.26
2023,1,6,12,6.48,0.06,5.13,100.54,0.65,283.87,1.3,274.82,85.19,5.34,4.19,0.7,0.66,1.5,0.31,0.52,2.26
2023,1,6,13,7.02,0.03,5.19,100.52,0.97,287.27,1.89,283.35,83.75,5.75,4.48,0.5,0.57,1.31,0.35,0.43,2.02
2023,1,6,14,7.32,0.02,5.31,100.53,1.02,292.62,2.05,290.5,83.06,5.99,4.66,0.23,0.5,0.94,0.8,0.26,1.56
2023,1,6,15,6.83,0.02,5.49,100.57,0.62,295.28,1.41,293.87,89.75,6.05,5.28,0.05,0.25,0.45,0.48,0.16,0.9
2023,1,6,16,4.79,0.03,5.07,100.63,0.79,290.96,1.98,290.37,95.5,4.47,4.15,0,0.04,0.05,0.16,0.04,0.16
2023,1,6,17,3.99,0.03,4.94,100.71,0.97,288.87,2.4,289.03,98.69,3.9,3.82,0,0,0,0,0,0
2023,1,6,18,3.65,0.03,4.88,100.79,1.14,289.55,2.76,291.41,99.69,3.64,3.62,0,0,0,0,0,0
2023,1,6,19,3.45,0.04,4.82,100.86,1.46,293.4,3.16,296.76,99.44,3.41,3.38,0,0,0,0,0,0
2023,1,6,20,3.37,0.04,4.7,100.92,1.83,299.62,3.65,303.11,97.81,3.23,3.07,0,0,0,0,0,0
2023,1,6,21,3.21,0.03,4.58,100.95,1.9,308.33,3.76,311.3,96,2.93,2.65,0,0,0,0,0,0
2023,1,6,22,2.96,0.02,4.46,100.99,2.01,316.74,3.87,317.13,94.94,2.6,2.24,0,0,0,0,0,0
2023,1,6,23,2.63,0.01,4.33,101.01,1.96,318.39,3.78,317.34,94.62,2.25,1.87,0,0,0,0,0,0
2023,1,7,0,2.22,0,4.21,101.01,1.86,316.87,3.6,314.74,94.62,1.83,1.45,0,0,0,0,0,0
2023,1,7,1,1.61,0,4.03,101.02,1.71,314.26,3.36,311.14,95.38,1.28,0.95,0,0,0,0,0,0
2023,1,7,2,0.62,0,3.91,101.05,1.47,305.89,2.97,302.31,98.44,0.5,0.39,0,0,0,0,0,0
2023,1,7,3,0.01,0,3.72,101.06,1.51,299.74,3.07,295.98,98.81,-0.07,-0.16,0,0,0,0,0,0
2023,1,7,4,-0.7,0,3.6,101.06,1.4,294.42,2.96,291.69,100,-0.72,-0.74,0,0,0,0,0,0
2023,1,7,5,-1.01,0,3.48,101.08,1.38,292.22,2.95,290.31,100,-1.06,-1.12,0,0,0,0,0,0
2023,1,7,6,-1.23,0,3.42,101.11,1.37,292.17,2.91,291.11,99.69,-1.31,-1.41,0,0,0,0,0,0
2023,1,7,7,-1.07,0,3.42,101.13,1.39,293.54,2.94,293.16,98.31,-1.24,-1.42,0,0.05,0.05,0.14,0.05,0.17
2023,1,7,8,0.54,0,3.6,101.15,1.77,295.32,3.3,294.93,92,-0.03,-0.6,0.08,0.33,0.44,0.38,0.26,0.91
2023,1,7,9,2.13,0,3.85,101.17,1.6,295.07,2.86,293.2,87.94,1.25,0.37,0.3,0.72,0.94,0.92,0.44,1.57
2023,1,7,10,3.61,0,4.03,101.16,1.67,295.24,2.94,292.34,82.94,2.3,1.01,0.7,1,1.33,0.75,0.7,2.03
2023,1,7,11,4.88,0,4.09,101.1,1.86,300.01,3.45,298.83,77.12,3.07,1.25,0.98,1.13,1.56,1.01,0.67,2.27
2023,1,7,12,6,0,4.15,101.03,1.91,304.15,3.63,303.48,71.56,3.64,1.27,1.05,1.18,1.57,0.9,0.78,2.28
2023,1,7,13,6.54,0,4.09,101.01,1.86,303.69,3.64,303.08,68.69,3.88,1.22,0.62,0.85,1.37,0.95,0.47,2.04
2023,1,7,14,6.44,0,4.15,101.03,1.76,299.87,3.49,299.38,69.38,3.86,1.26,0.27,0.65,1,0.68,0.44,1.57
2023,1,7,15,5.45,0,4.33,101.08,1.33,292.8,2.82,292.16,78.25,3.73,2,0.05,0.3,0.51,0.32,0.24,0.92
2023,1,7,16,3.23,0,4.21,101.14,1.24,287.98,2.73,288.02,89.06,2.43,1.62,0,0.05,0.06,0.27,0.04,0.17
2023,1,7,17,2.85,0,4.15,101.2,1.54,290.56,3.35,291.18,89.94,2.12,1.39,0,0,0,0,0,0
2023,1,7,18,2.62,0,4.15,101.29,1.63,295.22,3.42,296.33,91.31,1.99,1.37,0,0,0,0,0,0
2023,1,7,19,1.87,0,4.09,101.37,1.7,300.1,3.43,301.41,94.38,1.48,1.08,0,0,0,0,0,0
2023,1,7,20,0.79,0,3.91,101.41,1.64,304.14,3.37,304.8,98.5,0.69,0.59,0,0,0,0,0,0
2023,1,7,21,0.01,0,3.78,101.43,1.57,308.13,3.26,308.57,100,0.05,0.08,0,0,0,0,0,0
2023,1,7,22,-0.61,0,3.6,101.46,1.5,314.58,3.19,314.9,100,-0.56,-0.52,0,0,0,0,0,0
2023,1,7,23,-1.17,0,3.42,101.48,1.52,322.31,3.17,321.8,100,-1.17,-1.17,0,0,0,0,0,0
2023,1,8,0,-1.7,0,3.3,101.51,1.52,325.25,3.15,324.5,100,-1.78,-1.87,0,0,0,0,0,0
2023,1,8,1,-2.42,0,3.11,101.55,1.44,325.36,2.96,324.25,100,-2.51,-2.61,0,0,0,0,0,0
2023,1,8,2,-2.94,0,2.93,101.61,1.4,325.95,2.9,324.77,100,-3.09,-3.24,0,0,0,0,0,0
2023,1,8,3,-3.33,0,2.81,101.63,1.35,327.78,2.81,326.58,99.38,-3.55,-3.77,0,0,0,0,0,0
2023,1,8,4,-3.59,0,2.75,101.66,1.36,331.07,2.81,330.16,97.94,-3.91,-4.24,0,0,0,0,0,0
2023,1,8,5,-3.77,0,2.62,101.72,1.35,333.58,2.77,332.5,96.62,-4.19,-4.6,0,0,0,0,0,0
2023,1,8,6,-3.97,0,2.56,101.78,1.33,336.89,2.72,335.57,95.94,-4.42,-4.88,0,0,0,0,0,0
2023,1,8,7,-3.64,0,2.56,101.82,1.37,345.81,2.67,343.69,93.69,-4.24,-4.84,0,0.07,0.06,0.4,0.05,0.17
2023,1,8,8,-1.49,0,2.56,101.83,1.81,357.03,3.21,355.25,78.06,-3.18,-4.87,0.08,0.54,0.54,1.84,0.2,0.91
2023,1,8,9,0.08,0,2.38,101.83,1.76,8.92,3.07,7.59,64,-2.81,-5.71,0.33,1.09,1.08,2.7,0.26,1.57
2023,1,8,10,1.55,0,2.38,101.8,1.45,19.8,2.45,18.38,56.31,-2.22,-5.99,0.77,1.52,1.5,3.26,0.21,2.04
2023,1,8,11,2.81,0,2.32,101.71,0.88,30.88,1.4,28.71,51.12,-1.63,-6.09,1.15,1.75,1.73,3.43,0.2,2.28
2023,1,8,12,3.77,0,2.32,101.64,0.24,99.46,0.34,114.23,47.38,-1.2,-6.18,1,1.46,1.73,1.39,0.83,2.29
2023,1,8,13,4.16,0,2.44,101.58,0.64,184.88,1.18,187.59,48.31,-0.72,-5.6,0.67,1.1,1.52,0.51,0.9,2.05
2023,1,8,14,3.85,0,2.69,101.53,0.87,191.41,1.58,192.59,53.81,-0.33,-4.51,0.35,0.87,1.12,0.55,0.7,1.59
2023,1,8,15,2.31,0,3.3,101.46,0.78,190.97,1.58,190.25,74.75,0.3,-1.71,0.08,0.4,0.58,0.35,0.33,0.93
2023,1,8,16,-0.45,0,3.05,101.43,0.99,193.27,2.36,192.05,84.06,-1.63,-2.81,0,0.05,0.07,0.14,0.05,0.18
2023,1,8,17,-1.13,0,2.93,101.4,1.14,195.95,2.7,194.92,86.19,-2.17,-3.21,0,0,0,0,0,0
2023,1,8,18,-1.24,0,2.99,101.35,1.19,196.77,2.73,195.59,87.81,-2.17,-3.09,0,0,0,0,0,0
2023,1,8,19,-1.09,0,3.05,101.32,1.23,200.39,2.77,199.61,88.94,-1.92,-2.75,0,0,0,0,0,0
2023,1,8,20,-0.89,0,3.17,101.24,1.16,202.09,2.63,201.45,90.19,-1.63,-2.36,0,0,0,0,0,0
2023,1,8,21,-0.84,0,3.23,101.16,1.13,202.32,2.59,201.77,91.94,-1.45,-2.06,0,0,0,0,0,0
2023,1,8,22,-0.67,0,3.36,101.14,1.3,211.02,2.8,209.92,93.75,-1.15,-1.62,0,0,0,0,0,0
2023,1,8,23,-0.71,0,3.42,101.07,1.2,216.27,2.65,215.05,96.75,-0.98,-1.24,0,0,0,0,0,0
2023,1,9,0,-0.35,0.01,3.54,100.96,0.97,218.8,2.2,217.64,96.5,-0.62,-0.88,0,0,0,0,0,0
2023,1,9,1,-0.1,0.07,3.66,100.87,0.89,216.47,2.02,215.54,97.12,-0.31,-0.51,0,0,0,0,0,0
2023,1,9,2,0.26,0.11,3.78,100.81,0.85,223.51,1.91,222.51,98.5,0.15,0.04,0,0,0,0,0,0
2023,1,9,3,0.32,0.09,3.91,100.74,0.86,239.48,1.8,238.99,100,0.33,0.34,0,0,0,0,0,0
2023,1,9,4,0.22,0.04,3.91,100.66,0.85,273.18,1.66,272.7,100,0.26,0.32,0,0,0,0,0,0
2023,1,9,5,0.22,0.02,3.78,100.58,0.86,301.68,1.47,302.01,98.88,0.14,0.05,0,0,0,0,0,0
2023,1,9,6,0.09,0,3.72,100.52,0.83,315.76,1.29,315.74,97.75,-0.06,-0.21,0,0,0,0,0,0
2023,1,9,7,-0.14,0,3.66,100.52,0.75,315,1.3,313.78,98.44,-0.25,-0.37,0,0.04,0.05,0.13,0.04,0.17
2023,1,9,8,1.35,0.01,3.91,100.55,0.83,319.57,1.56,316.01,92.81,0.83,0.32,0.08,0.34,0.43,0.47,0.26,0.92
2023,1,9,9,2.8,0.01,3.97,100.59,1.09,321.08,1.94,318.92,85.25,1.69,0.58,0.38,0.71,0.94,0.75,0.48,1.58
2023,1,9,10,4.18,0,3.78,100.57,1.42,327.79,2.6,327.5,73.75,2.05,-0.09,0.92,1.25,1.37,1.91,0.48,2.05
2023,1,9,11,4.99,0,3.66,100.47,1.67,324.52,3.1,324.03,67.75,2.26,-0.48,1.33,1.52,1.63,2.42,0.43,2.29
2023,1,9,12,5.56,0,3.66,100.36,1.97,320.63,3.69,319.81,64.5,2.48,-0.6,1.4,1.63,1.65,2.76,0.38,2.3
2023,1,9,13,5.77,0,3.6,100.29,2.22,317.56,4.23,316.57,63.25,2.55,-0.67,1.02,1.47,1.46,2.92,0.28,2.06
2023,1,9,14,5.44,0,3.6,100.27,2.34,315,4.48,314.15,64.38,2.36,-0.74,0.48,1.1,1.08,2.73,0.24,1.6
2023,1,9,15,4.26,0,3.66,100.29,2.03,312.82,3.92,311.69,70.69,1.83,-0.59,0.1,0.55,0.56,1.86,0.2,0.95
2023,1,9,16,1.4,0,3.48,100.33,1.66,308.49,3.35,307.32,83.25,0.14,-1.12,0.02,0.08,0.07,0.73,0.05,0.19
2023,1,9,17,0.08,0,3.3,100.37,1.75,302.77,3.52,301.86,87,-0.86,-1.8,0,0,0,0,0,0
2023,1,9,18,-0.59,0,3.23,100.44,1.66,298.14,3.38,296.68,90,-1.33,-2.06,0,0,0,0,0,0
2023,1,9,19,-1.16,0,3.23,100.47,1.56,294.52,3.19,292.74,93.19,-1.7,-2.23,0,0,0,0,0,0
2023,1,9,20,-1.63,0,3.17,100.48,1.47,290.56,3.06,288.43,96.19,-1.98,-2.32,0,0,0,0,0,0
2023,1,9,21,-1.88,0,3.17,100.48,1.42,286.64,3.05,284.86,98.44,-2.1,-2.3,0,0,0,0,0,0
2023,1,9,22,-1.56,0,3.23,100.49,1.55,287.89,3.36,286.88,96.94,-1.85,-2.14,0,0,0,0,0,0
2023,1,9,23,-1.17,0,3.3,100.51,1.66,293.55,3.53,292.13,95.12,-1.57,-1.96,0,0,0,0,0,0
2023,1,10,0,-1.24,0,3.3,100.52,1.62,295.7,3.44,293.25,96.44,-1.54,-1.85,0,0,0,0,0,0
2023,1,10,1,-1.41,0,3.3,100.56,1.52,293.66,3.28,290.94,97.75,-1.63,-1.87,0,0,0,0,0,0
2023,1,10,2,-1.54,0,3.3,100.61,1.46,291.35,3.19,288.83,98.19,-1.74,-1.95,0,0,0,0,0,0
2023,1,10,3,-1.65,0,3.23,100.61,1.45,290.77,3.12,288.53,98.5,-1.84,-2.02,0,0,0,0,0,0
2023,1,10,4,-1.84,0,3.23,100.63,1.44,289.72,3.01,288.43,99.69,-1.95,-2.07,0,0,0,0,0,0
2023,1,10,5,-2.01,0,3.23,100.67,1.42,285.95,2.96,285.47,100,-2.06,-2.11,0,0,0,0,0,0
2023,1,10,6,-1.88,0,3.23,100.71,1.46,281.13,3,281.28,100,-1.97,-2.07,0,0,0,0,0,0
2023,1,10,7,-1.33,0,3.3,100.76,1.48,276.67,2.97,276.64,96.75,-1.62,-1.92,0,0.04,0.05,0.15,0.04,0.17
2023,1,10,8,0.87,0,3.48,100.79,1.79,274,3.28,273.55,86.25,-0.13,-1.13,0.08,0.27,0.51,0.43,0.2,0.92
2023,1,10,9,3.04,0,3.54,100.82,1.78,279.09,3.19,279.72,75.81,1.12,-0.79,0.27,0.44,1.04,0.35,0.33,1.58
2023,1,10,10,4.41,0,3.48,100.81,1.74,291.95,3.2,293.18,66.94,1.63,-1.16,0.52,0.66,1.44,0.74,0.36,2.06
2023,1,10,11,5.04,0,3.42,100.78,1.69,295.38,3.12,296.44,63.56,1.89,-1.27,0.85,0.79,1.63,0.38,0.62,2.3
2023,1,10,12,5.38,0,3.42,100.73,1.62,298.17,3,299.1,62,2.05,-1.27,0.9,0.81,1.63,0.28,0.68,2.31
2023,1,10,13,5.26,0,3.48,100.7,1.47,297.52,2.75,298.31,62.94,2.03,-1.2,0.52,0.56,1.4,0.26,0.45,2.07
2023,1,10,14,4.8,0,3.6,100.72,1.17,294.51,2.26,295.86,67.81,2.09,-0.62,0.23,0.34,1,0.18,0.28,1.62
2023,1,10,15,3.58,0,4.03,100.75,0.71,294.03,1.58,294.91,82.69,2.24,0.9,0.05,0.2,0.49,0.29,0.14,0.96
2023,1,10,16,2.33,0,3.78,100.79,0.84,300.14,1.83,300.84,84.19,1.13,-0.06,0,0.05,0.06,0.16,0.04,0.2
2023,1,10,17,1.86,0,3.66,100.84,0.88,310.33,1.9,310.83,84.81,0.73,-0.42,0,0,0,0,0,0
2023,1,10,18,1.53,0,3.66,100.88,0.82,321.17,1.84,323.28,86.62,0.55,-0.45,0,0,0,0,0,0
2023,1,10,19,1.17,0,3.66,100.93,0.77,331.34,1.8,335.99,88.44,0.33,-0.51,0,0,0,0,0,0
2023,1,10,20,0.9,0,3.6,100.98,0.83,347.01,1.97,350.39,89.62,0.15,-0.6,0,0,0,0,0,0
2023,1,10,21,0.74,0,3.54,101.03,1.02,2.2,2.26,4.55,89.5,-0.02,-0.77,0,0,0,0,0,0
2023,1,10,22,0.55,0,3.42,101.07,1.2,11.31,2.59,12.9,87.75,-0.35,-1.24,0,0,0,0,0,0
2023,1,10,23,0.08,0,3.36,101.11,1.28,16.67,2.65,17.15,87.94,-0.78,-1.66,0,0,0,0,0,0
2023,1,11,0,-0.49,0,3.17,101.12,1.38,23.96,2.75,24.31,88.19,-1.36,-2.23,0,0,0,0,0,0
2023,1,11,1,-1.2,0,3.05,101.18,1.41,30.69,2.76,30.77,89.69,-1.99,-2.79,0,0,0,0,0,0
2023,1,11,2,-1.57,0,2.99,101.23,1.49,37.35,2.86,36.78,90.69,-2.31,-3.04,0,0,0,0,0,0
2023,1,11,3,-1.86,0,2.93,101.27,1.6,42.24,2.97,41.37,91.25,-2.57,-3.27,0,0,0,0,0,0
2023,1,11,4,-2.31,0,2.87,101.33,1.71,44.07,3.07,43.56,92.25,-2.95,-3.6,0,0,0,0,0,0
2023,1,11,5,-2.62,0,2.81,101.41,1.77,43.93,3.15,43.39,92.81,-3.24,-3.86,0,0,0,0,0,0
2023,1,11,6,-2.92,0,2.69,101.46,1.67,45,3.02,45,92.25,-3.6,-4.27,0,0,0,0,0,0
2023,1,11,7,-3.03,0,2.62,101.46,1.58,50.63,2.89,50.59,90.31,-3.84,-4.64,0,0.05,0.05,0.2,0.04,0.18
2023,1,11,8,-1.58,0,2.5,101.49,1.89,54.6,3.25,54.9,75.56,-3.47,-5.35,0.08,0.39,0.47,0.31,0.34,0.93
2023,1,11,9,0.01,0,2.38,101.53,1.7,58.95,2.84,60.12,63.38,-2.95,-5.91,0.35,0.76,0.98,0.98,0.46,1.59
2023,1,11,10,1.83,0,2.44,101.54,1.32,58.1,2.11,59.07,56.75,-1.91,-5.64,0.73,1.02,1.38,1.32,0.48,2.06
2023,1,11,11,3.11,0,2.5,101.51,0.96,46.32,1.45,47.4,53.69,-1.05,-5.21,1.25,1.39,1.69,1.52,0.7,2.31
2023,1,11,12,3.41,0,2.62,101.44,0.83,43.1,1.22,43.96,54.19,-0.71,-4.84,1.17,1.28,1.69,0.99,0.83,2.32
